country,platform,month_latest,month_prev,seller_used_id,seller_name,final_revenue,final_revenue_prev,delta_final_revenue,growth_rate_revenue,final_quantity,final_quantity_prev,delta_final_quantity,growth_rate_quantity,abnormal_type,risk_level,computation_label_prev,computation_label_latest
PH,LAZ,2025-11,2025-10,PH.LAZ.1670,,58289.590000000004,6365.139999999999,51924.450000000004,815.76%,644.0,193.0,451.0,233.68%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.19135,,240589.83,51026.85,189562.97999999998,371.5%,1897.0,479.0,1418.0,296.03%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.24274,,263232.0,25135.0,238097.0,947.27%,576.0,55.0,521.0,947.27%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500157591428,,6265.55,681.1500000000001,5584.4,819.85%,85.0,3.0,82.0,2733.33%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500157771224,,86250.0,24200.0,62050.0,256.4%,157.0,44.0,113.0,256.82%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500158491718,,254467.0,71253.59999999999,183213.40000000002,257.13%,133.0,33.0,100.0,303.03%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500159841018,,948.0,175.0,773.0,441.71%,12.0,1.0,11.0,1100.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500160921120,,3913.0,1118.0,2795.0,250.0%,7.0,2.0,5.0,250.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500161128199,,23957.0,1210.0,22747.0,1879.92%,434.0,22.0,412.0,1872.73%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500161368374,,6768.0,2068.0,4700.0,227.27%,36.0,11.0,25.0,227.27%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500162223238,,130911.0,30676.8,100234.2,326.74%,316.0,154.0,162.0,105.19%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500163078139,,21869.42,4147.72,17721.699999999997,427.26%,317.0,127.0,190.0,149.61%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500163276004,,2740.0,780.0,1960.0,251.28%,10.0,2.0,8.0,400.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500163726071,,2520.0,300.0,2220.0,740.0%,21.0,2.0,19.0,950.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500163798235,,2499.0,90.0,2409.0,2676.67%,51.0,2.0,49.0,2450.0%,base-effect,low,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500164425160,,41224.74,2972.4,38252.34,1286.92%,567.0,21.0,546.0,2600.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500165229270,,74432.0,18795.0,55637.0,296.02%,681.0,105.0,576.0,548.57%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500165430082,,21960.0,500.0,21460.0,4292.0%,226.0,5.0,221.0,4420.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500166672350,,4081.2,890.0,3191.2,358.56%,24.0,10.0,14.0,140.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500167200014,,116017.0,3306.0,112711.0,3409.29%,1859.0,57.0,1802.0,3161.4%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500167224174,,3677.0,185.0,3492.0,1887.57%,49.0,1.0,48.0,4800.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500168322018,,9511.0,96.0,9415.0,9807.29%,274.0,8.0,266.0,3325.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500168886144,,44064.0,12375.0,31689.0,256.07%,204.0,165.0,39.0,23.64%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500169324068,,299527.0,61503.0,238024.0,387.01%,453.0,247.0,206.0,83.4%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500169450169,,11041.0,2354.19,8686.81,368.99%,109.0,23.0,86.0,373.91%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500170146167,,4895.0,80.0,4815.0,6018.75%,13.0,8.0,5.0,62.5%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500170827620,,9702.0,576.1800000000001,9125.82,1583.85%,98.0,6.0,92.0,1533.33%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500170839745,,57310.0,7150.0,50160.0,701.54%,237.0,55.0,182.0,330.91%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500171445763,,15405.0,3250.0,12155.0,374.0%,89.0,19.0,70.0,368.42%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500171469683,,417185.0,103363.0,313822.0,303.61%,2365.0,677.0,1688.0,249.34%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500171595075,,565054.0,131510.0,433544.0,329.67%,1964.0,468.0,1496.0,319.66%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500172027008,,252.0,71.0,181.0,254.93%,2.0,1.0,1.0,100.0%,base-effect,low,S4,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500172285134,,8990.0,1798.0,7192.0,400.0%,10.0,2.0,8.0,400.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500172417149,,8769251.15,1011477.22,7757773.930000001,766.97%,38967.0,3670.0,35297.0,961.77%,source-switch,medium,S6,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500172525207,,468709.0,52085.490000000005,416623.51,799.88%,1963.0,237.0,1726.0,728.27%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500173680029,,26639.510000000002,7442.4,19197.11,257.94%,176.0,28.0,148.0,528.57%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500173767137,,16218.0,1434.0,14784.0,1030.96%,102.0,6.0,96.0,1600.0%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500173776149,,86130.0,25320.0,60810.0,240.17%,151.0,50.0,101.0,202.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500174016052,,17148.0,5665.0,11483.0,202.7%,164.0,55.0,109.0,198.18%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500174109038,,3840.0,868.0,2972.0,342.4%,49.0,8.0,41.0,512.5%,source-switch,medium,S2,S4
PH,LAZ,2025-11,2025-10,PH.LAZ.500174112028,,7057.0,948.0,6109.0,644.41%,130.0,44.0,86.0,195.45%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500174307087,,2187.0,108.0,2079.0,1925.0%,29.0,6.0,23.0,383.33%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500174583118,,7128.0,1632.51,5495.49,336.63%,72.0,17.0,55.0,323.53%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500174853036,,3408.0,611.22,2796.7799999999997,457.57%,49.0,6.0,43.0,716.67%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500174883103,,33657.0,9918.0,23739.0,239.35%,517.0,171.0,346.0,202.34%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500175627137,,16991.0,4819.0,12172.0,252.58%,90.0,36.0,54.0,150.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500175900053,,646.0,89.0,557.0,625.84%,2.0,1.0,1.0,100.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500177367051,,6162.0,1162.06,4999.9400000000005,430.27%,43.0,2.0,41.0,2050.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500177433171,,2264.0,640.0,1624.0,253.75%,71.0,20.0,51.0,255.0%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500178681287,,18170.0,2094.18,16075.82,767.64%,46.0,6.0,40.0,666.67%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500179635023,,8652.16,532.64,8119.5199999999995,1524.39%,61.0,8.0,53.0,662.5%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500179761250,,1958.0,72.0,1886.0,2619.44%,12.0,1.0,11.0,1100.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500180631578,,43586.0,10013.0,33573.0,335.29%,74.0,17.0,57.0,335.29%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500180664562,,5500.0,399.0,5101.0,1278.45%,23.0,1.0,22.0,2200.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500180694048,,2576.0,693.55,1882.45,271.42%,14.0,11.0,3.0,27.27%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500180712134,,6070.0,1393.0,4677.0,335.75%,30.0,7.0,23.0,328.57%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500181963014,,28167.0,2629.0,25538.0,971.4%,123.0,11.0,112.0,1018.18%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500184141299,,7722.060000000001,192.06,7530.000000000001,3920.65%,76.0,2.0,74.0,3700.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500184243156,,485.0,150.0,335.0,223.33%,3.0,1.0,2.0,200.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500184327499,,49240.0,9280.0,39960.0,430.6%,24.0,4.0,20.0,500.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500184813126,,927.0,258.0,669.0,259.3%,7.0,2.0,5.0,250.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500186229074,,6675.0,846.0,5829.0,689.01%,89.0,12.0,77.0,641.67%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500186502029,,54489.6,15400.0,39089.6,253.83%,473.0,154.0,319.0,207.14%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500187495023,,10752.0,2489.74,8262.26,331.85%,84.0,22.0,62.0,281.82%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500187903053,,2996.0,981.0,2015.0,205.4%,24.0,9.0,15.0,166.67%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500188659031,,1129208.7,104756.0,1024452.7,977.94%,7784.0,745.0,7039.0,944.83%,source-switch,medium,S6,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500189142173,,7374.3,613.04,6761.26,1102.91%,122.0,8.0,114.0,1425.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500189784121,,918.0,38.8,879.2,2265.98%,8.0,1.0,7.0,700.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500190381035,,5580.0,811.89,4768.11,587.29%,20.0,3.0,17.0,566.67%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500193150654,,137256.0,17072.0,120184.0,703.98%,344.0,44.0,300.0,681.82%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500208546479,,83944.0,25483.0,58461.0,229.41%,56.0,17.0,39.0,229.41%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500215971460,,2090.0,517.0,1573.0,304.26%,5.0,1.0,4.0,400.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500218206518,,2955420.0,597073.0,2358347.0,394.98%,18754.0,6586.0,12168.0,184.76%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500222577783,,19465.0,2926.0,16539.0,565.24%,85.0,14.0,71.0,507.14%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500222637661,,2988.9,114.0,2874.9,2521.84%,57.0,2.0,55.0,2750.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500223204113,,5694.0,167.58,5526.42,3297.78%,30.0,1.0,29.0,2900.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500225847410,,11711.0,2629.0,9082.0,345.45%,49.0,11.0,38.0,345.45%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500230416636,,1078.0,49.0,1029.0,2100.0%,22.0,1.0,21.0,2100.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500239647097,,83700.0,17431.0,66269.0,380.18%,300.0,61.0,239.0,391.8%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500240955861,,818.0,256.0,562.0,219.53%,2.0,2.0,0.0,0.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500243967936,,903432.0,231488.0,671944.0,290.27%,2815.0,754.0,2061.0,273.34%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500243982273,,173261.0,20691.0,152570.0,737.37%,829.0,99.0,730.0,737.37%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500246442358,,18620.0,4488.0,14132.0,314.88%,38.0,11.0,27.0,245.45%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500257314393,,1282.0,180.0,1102.0,612.22%,9.0,1.0,8.0,800.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500271282258,,10157.0,1927.88,8229.119999999999,426.85%,122.0,24.0,98.0,408.33%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500273946584,,827.0,38.0,789.0,2076.32%,10.0,2.0,8.0,400.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500288976637,,53262.0,8610.69,44651.31,518.56%,198.0,33.0,165.0,500.0%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500302140188,,78881.0,17425.079999999998,61455.92,352.69%,119.0,36.0,83.0,230.56%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500321433115,,26997.0,4639.0,22358.0,481.96%,115.0,24.0,91.0,379.17%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500358352017,,12460.7,523.8,11936.900000000001,2278.9%,100.0,6.0,94.0,1566.67%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500360096109,,9195.0,2404.0,6791.0,282.49%,33.0,36.0,-3.0,-8.33%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500376752144,,8619.0,1859.0,6760.0,363.64%,51.0,11.0,40.0,363.64%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500376752817,,4794.0,60.14,4733.86,7871.4%,74.0,2.0,72.0,3600.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500383840932,,2150.0,535.15,1614.85,301.76%,19.0,5.0,14.0,280.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500389120521,,6453.0,478.0,5975.0,1250.0%,27.0,2.0,25.0,1250.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500394848950,,7322.0,816.0,6506.0,797.3%,156.0,17.0,139.0,817.65%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500402000772,,50609.0,2519.0,48090.0,1909.09%,221.0,11.0,210.0,1909.09%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500419168036,,4563.0,356.0,4207.0,1181.74%,39.0,1.0,38.0,3800.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500421632686,,13956.0,954.0,13002.0,1362.89%,104.0,6.0,98.0,1633.33%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500426992102,,37122.0,2068.98,35053.02,1694.22%,138.0,6.0,132.0,2200.0%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500430128217,,10931.0,1749.0,9182.0,524.99%,79.0,11.0,68.0,618.18%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500436496918,,35953.9,9690.3,26263.600000000002,271.03%,340.0,74.0,266.0,359.46%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500438432682,,25182094.65,3932489.0,21249605.65,540.36%,71221.0,9805.0,61416.0,626.37%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500474944731,,45792.0,2175.5,43616.5,2004.9%,228.0,10.0,218.0,2180.0%,spike-out-trend,high,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500518576798,,380.0,30.0,350.0,1166.67%,7.0,2.0,5.0,250.0%,base-effect,low,S5,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500522544151,,8545.0,1250.0,7295.0,583.6%,36.0,50.0,-14.0,-28.0%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500529696091,,1638.0,330.0,1308.0,396.36%,10.0,2.0,8.0,400.0%,source-switch,medium,S2,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500531328106,,2358.0,456.0,1902.0,417.11%,25.0,6.0,19.0,316.67%,source-switch,medium,S3,S5
PH,LAZ,2025-11,2025-10,PH.LAZ.500555632500,,29190.0,3892.0,25298.0,650.0%,210.0,28.0,182.0,650.0%,source-switch,medium,S3,S5
