country,platform,month_latest,month_prev,seller_used_id,seller_name,final_revenue,final_revenue_prev,delta_final_revenue,growth_rate_revenue,final_quantity,final_quantity_prev,delta_final_quantity,growth_rate_quantity,abnormal_flag,abnormal_type,risk_level
PH,LAZ,2025-11,2025-10,PH.LAZ.500460784693,,1749.0,1300.0,449.0,34.54%,11.0,10.0,1.0,10.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500462016332,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500463600522,,49794.0,94888.31,-45094.31,-47.52%,63.0,127.0,-64.0,-50.39%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500463648412,,1310.0,605.0,705.0,116.53%,8.0,3.0,5.0,166.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500465712233,,1028.0,5588.0,-4560.0,-81.6%,8.0,43.0,-35.0,-81.4%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500470080014,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500472576345,,42189.0,53958.0,-11769.0,-21.81%,696.0,782.0,-86.0,-11.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500472576479,,198.0,2176.0,-1978.0,-90.9%,1.0,17.0,-16.0,-94.12%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500473968003,,49235.0,28855.0,20380.0,70.63%,189.0,93.0,96.0,103.23%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500474208395,,520.0,612.0,-92.0,-15.03%,20.0,17.0,3.0,17.65%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500474448129,,1637981.25,1485380.4300000002,152600.81999999983,10.27%,4626.0,5198.0,-572.0,-11.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500474608110,,19432.71,300621.6,-281188.88999999996,-93.54%,96.0,1489.0,-1393.0,-93.55%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500474944731,,45792.0,2175.5,43616.5,2004.9%,228.0,10.0,218.0,2180.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500475296500,,3723.0,10239.0,-6516.0,-63.64%,17.0,57.0,-40.0,-70.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500476208350,,739.0,14601.02,-13862.02,-94.94%,5.0,105.0,-100.0,-95.24%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500476384633,,878.0,439.0,439.0,100.0%,2.0,1.0,1.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500476944678,,17380.57,119484.08000000002,-102103.51000000001,-85.45%,82.0,694.0,-612.0,-88.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500477008715,,1252.68,0.0,1252.68,-,7.0,0.0,7.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500477072733,,9438.0,9914.0,-476.0,-4.8%,22.0,24.0,-2.0,-8.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500478656498,,608.0,929.6,-321.6,-34.6%,1.0,2.0,-1.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500482384104,,470.0,2350.0,-1880.0,-80.0%,1.0,5.0,-4.0,-80.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500482688095,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500483200052,,4172.0,3576.0,596.0,16.67%,28.0,24.0,4.0,16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500486208140,,4017668.87,3687878.37,329790.5,8.94%,12557.0,12672.0,-115.0,-0.91%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500486864139,,1782.0,2071.08,-289.0799999999999,-13.96%,18.0,22.0,-4.0,-18.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500487264217,,1300.0,25350.0,-24050.0,-94.87%,2.0,39.0,-37.0,-94.87%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500487344186,,11275.0,9389.6,1885.3999999999996,20.08%,128.0,110.0,18.0,16.36%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500488704288,,2801.36,60397.05,-57595.69,-95.36%,152.0,1779.0,-1627.0,-91.46%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500489568839,,774.0,16248.0,-15474.0,-95.24%,6.0,122.0,-116.0,-95.08%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500490064395,,4150.0,12714.24,-8564.24,-67.36%,42.0,132.0,-90.0,-68.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500497888318,,293.0,879.0,-586.0,-66.67%,1.0,3.0,-2.0,-66.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500497888364,,1032852.0,1119213.0,-86361.0,-7.72%,1453.0,1687.0,-234.0,-13.87%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500505408166,,503163.56,253451.0,249712.56,98.52%,1069.0,518.0,551.0,106.37%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500506672052,,2106.0,912.0,1194.0,130.92%,8.0,3.0,5.0,166.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500513520477,,37489.0,68480.0,-30991.0,-45.26%,17.0,25.0,-8.0,-32.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500514368349,,703.0,2416.21,-1713.21,-70.9%,2.0,7.0,-5.0,-71.43%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500514384357,,7445.0,23671.0,-16226.0,-68.55%,35.0,109.0,-74.0,-67.89%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500518320997,,321.0,3080.0,-2759.0,-89.58%,1.0,11.0,-10.0,-90.91%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500518576798,,380.0,30.0,350.0,1166.67%,7.0,2.0,5.0,250.0%,True,base-effect,low
PH,LAZ,2025-11,2025-10,PH.LAZ.500520080736,,160.0,3984.24,-3824.24,-95.98%,4.0,39.0,-35.0,-89.74%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500522544151,,8545.0,1250.0,7295.0,583.6%,36.0,50.0,-14.0,-28.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500524064749,,90.0,45.0,45.0,100.0%,2.0,1.0,1.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500524848379,,3682.0,17358.0,-13676.0,-78.79%,7.0,33.0,-26.0,-78.79%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500525040118,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500525120040,,2200.0,1980.0,220.0,11.11%,10.0,9.0,1.0,11.11%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500528432666,,6841.27,14777.03,-7935.76,-53.7%,89.0,204.0,-115.0,-56.37%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500529696091,,1638.0,330.0,1308.0,396.36%,10.0,2.0,8.0,400.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500531120644,,1616.02,6827.83,-5211.8099999999995,-76.33%,14.0,61.0,-47.0,-77.05%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500531184588,,1968.0,1590.8000000000002,377.1999999999998,23.71%,6.0,5.0,1.0,20.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500531328106,,2358.0,456.0,1902.0,417.11%,25.0,6.0,19.0,316.67%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500531376185,,3379.0,3063.13,315.8699999999999,10.31%,31.0,29.0,2.0,6.9%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500537504444,,41532.0,14518.0,27014.0,186.07%,276.0,61.0,215.0,352.46%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500537664308,,2010.0,4036.0,-2026.0,-50.2%,2.0,14.0,-12.0,-85.71%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500539344857,,1956.0,4704.0,-2748.0,-58.42%,10.0,28.0,-18.0,-64.29%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500544096156,,5244.0,0.0,5244.0,-,23.0,0.0,23.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500547584048,,89.0,0.0,89.0,-,1.0,0.0,1.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500548352691,,6475.0,88522.2,-82047.2,-92.69%,35.0,540.0,-505.0,-93.52%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500551408399,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500551728906,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500551760293,,0.0,3030.0,-3030.0,-100.0%,0.0,6.0,-6.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500553488058,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500553856284,,149.0,142.74,6.259999999999991,4.39%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500554768105,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500555632500,,29190.0,3892.0,25298.0,650.0%,210.0,28.0,182.0,650.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500555744805,,11120.0,118.0,11002.0,9323.73%,56.0,1.0,55.0,5500.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500557024627,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500558272853,,4485015.0,4162933.16,322081.83999999985,7.74%,20347.0,24504.0,-4157.0,-16.96%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500561472979,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500562672355,,0.0,622.7,-622.7,-100.0%,0.0,2.0,-2.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500563200387,,159.0,2700.6200000000003,-2541.6200000000003,-94.11%,1.0,17.0,-16.0,-94.12%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500563360113,,2652.0,727.0999999999999,1924.9,264.74%,13.0,11.0,2.0,18.18%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500563376318,,777.0,518.0,259.0,50.0%,3.0,2.0,1.0,50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500567584034,,599.0,5462.0,-4863.0,-89.03%,1.0,10.0,-9.0,-90.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500568144981,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500570000953,,46.99,46.99,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500572944710,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500573808921,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500573824988,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500576048643,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500576224199,,12828.2,22673.75,-9845.55,-43.42%,154.0,275.0,-121.0,-44.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500576720713,,477.0,318.0,159.0,50.0%,3.0,2.0,1.0,50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500577888322,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500578832883,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500579264768,,75.0,75.0,0.0,0.0%,3.0,3.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500579664298,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500580016764,,555.0,957.54,-402.53999999999996,-42.04%,3.0,6.0,-3.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500581968577,,350.0,350.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500582624380,,230.07,399.5,-169.43,-42.41%,6.0,17.0,-11.0,-64.71%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500586224961,,512.0,2110.72,-1598.7199999999998,-75.74%,4.0,17.0,-13.0,-76.47%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500591312638,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500593056978,,1167108.0,654449.0,512659.0,78.33%,1901.0,987.0,914.0,92.6%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500594064933,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500594864833,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500594896994,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500594960794,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500594976686,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500596192475,,158361.0,113077.45999999999,45283.54000000001,40.05%,1036.0,730.0,306.0,41.92%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500596544123,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500597536520,,79.0,711.0,-632.0,-88.89%,1.0,9.0,-8.0,-88.89%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500597776151,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500599152539,,4817219.89,496484.67,4320735.22,870.27%,6818.0,346.0,6472.0,1870.52%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500600784449,,187599.0,112625.0,74974.0,66.57%,1259.0,731.0,528.0,72.23%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500600848072,,342486.0,432755.0,-90269.0,-20.86%,789.0,1126.0,-337.0,-29.93%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500601104391,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500601232245,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500603744668,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500603760043,,7605.660000000001,407.73,7197.93,1765.37%,100.0,3.0,97.0,3233.33%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500603792639,,5600.0,7700.0,-2100.0,-27.27%,40.0,55.0,-15.0,-27.27%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500604576339,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500605504875,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500605584781,,1056.0,1661.0,-605.0,-36.42%,11.0,18.0,-7.0,-38.89%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500606640924,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500608320764,,140966.0,9543.0,131423.0,1377.17%,1024.0,65.0,959.0,1475.38%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500609296307,,1365.0,960.0,405.0,42.19%,7.0,6.0,1.0,16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500609744501,,194050.0,734662.0,-540612.0,-73.59%,804.0,3721.0,-2917.0,-78.39%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500611968441,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500614240501,,11275.0,11737.0,-462.0,-3.94%,205.0,220.0,-15.0,-6.82%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500614464580,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500615600027,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500618144230,,792.0,1089.0,-297.0,-27.27%,8.0,11.0,-3.0,-27.27%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500618208532,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500618352015,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500619008474,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500622080252,,5548054.5,2595574.1,2952480.4,113.75%,32016.0,15153.0,16863.0,111.28%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500623296394,,99.0,297.0,-198.0,-66.67%,1.0,3.0,-2.0,-66.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500623520732,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500624512940,,5183.0,18053.0,-12870.0,-71.29%,12.0,51.0,-39.0,-76.47%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500626032129,,380.0,3800.0,-3420.0,-90.0%,1.0,10.0,-9.0,-90.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500626208070,,11682.0,15642.0,-3960.0,-25.32%,118.0,158.0,-40.0,-25.32%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500626832409,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500627952228,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500629024997,,2451.0,25658.0,-23207.0,-90.45%,19.0,146.0,-127.0,-86.99%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500631936561,,2496.0,9763.05,-7267.049999999999,-74.43%,16.0,61.0,-45.0,-73.77%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500632032555,,230.0,232.8,-2.8000000000000114,-1.2%,2.0,2.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500632064510,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500632080308,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500632096486,,6726.0,54155.1,-47429.1,-87.58%,55.0,424.0,-369.0,-87.03%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500632336490,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500633024980,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500634368821,,1276378.0,2593423.0,-1317045.0,-50.78%,2006.0,3831.0,-1825.0,-47.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500635120252,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500635952093,,9735.0,4620.0,5115.0,110.71%,38.0,17.0,21.0,123.53%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500640096440,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500640256349,,330.0,290.0,40.0,13.79%,2.0,2.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500640432932,,357.0,357.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500640464992,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500640944634,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500641232294,,640.0,1430.0,-790.0,-55.24%,4.0,11.0,-7.0,-63.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500643360818,,0.0,14872.0,-14872.0,-100.0%,0.0,22.0,-22.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500644768491,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500644928774,,3400.0,11560.0,-8160.0,-70.59%,25.0,34.0,-9.0,-26.47%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500645344015,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500649024691,,10817.0,2380.0,8437.0,354.5%,63.0,17.0,46.0,270.59%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500649840019,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500657152750,,36235.0,4586.4,31648.6,690.05%,377.0,39.0,338.0,866.67%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500657248241,,5.0,5.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500657408799,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500657472701,,83182.0,48954.0,34228.0,69.92%,418.0,246.0,172.0,69.92%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500658672467,,1940.0,0.0,1940.0,-,2.0,0.0,2.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500661024364,,29.0,174.0,-145.0,-83.33%,1.0,6.0,-5.0,-83.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500665040164,,6431.0,35133.6,-28702.6,-81.7%,9.0,52.0,-43.0,-82.69%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500670480681,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500677360562,,750.0,4920.0,-4170.0,-84.76%,1.0,6.0,-5.0,-83.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500682624021,,987401.0,1893355.3599999999,-905954.3599999999,-47.85%,4360.0,9096.0,-4736.0,-52.07%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500686208756,,4960.0,29350.0,-24390.0,-83.1%,12.0,80.0,-68.0,-85.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500686832151,,626987.6,1006871.74,-379884.14,-37.73%,4038.0,7291.0,-3253.0,-44.62%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500687104347,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500687584283,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500687936912,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500687952081,,0.0,2412.0,-2412.0,-100.0%,0.0,9.0,-9.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500689456763,,1954.0,194054.0,-192100.0,-98.99%,6.0,642.0,-636.0,-99.07%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500689776411,,1090.0,0.0,1090.0,-,5.0,0.0,5.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500692336697,,0.0,6042.78,-6042.78,-100.0%,0.0,9.0,-9.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500692544320,,160.0,0.0,160.0,-,2.0,0.0,2.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500692592649,,456.0,368.6,87.39999999999998,23.71%,6.0,5.0,1.0,20.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500695584031,,617.0,1093.6100000000001,-476.6100000000001,-43.58%,3.0,6.0,-3.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500696960352,,75095.0,54383.0,20712.0,38.09%,25.0,17.0,8.0,47.06%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500697408914,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500697728222,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500698176407,,4750.0,8868.64,-4118.639999999999,-46.44%,5.0,11.0,-6.0,-54.55%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500698640820,,0.0,250.0,-250.0,-100.0%,0.0,1.0,-1.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500699024699,,20542.3,4186.5199999999995,16355.779999999999,390.68%,15.0,4.0,11.0,275.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500701552159,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500703072908,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500703504545,,449.0,2694.0,-2245.0,-83.33%,1.0,6.0,-5.0,-83.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500704096366,,106.0,106.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500704704043,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
