country,platform,month_latest,month_prev,seller_used_id,seller_name,abnormal_type,computation_label_prev,computation_label_latest,has_S1_prev,has_S1_latest,has_S3_prev,has_S3_latest,historical_quantity_prev,historical_quantity_latest,historical_review_prev,historical_review_latest,final_asp_prev,final_asp_latest
PH,LAZ,2025-11,2025-10,PH.LAZ.1000351620,,spike-out-trend,S5,S5,False,False,False,False,969.0,5614.0,276.0,1639.0,140.0,215.0
PH,LAZ,2025-11,2025-10,PH.LAZ.1000357220,,source-switch,S3,S5,False,False,True,False,21053.0,21199.0,5576.0,5607.0,73.63,89.0
PH,LAZ,2025-11,2025-10,PH.LAZ.1000368412,,source-switch,S3,S6,False,False,True,False,117680.0,117815.0,20813.0,20868.0,602.6666666666666,996.0918367346939
PH,LAZ,2025-11,2025-10,PH.LAZ.100037696,,source-switch,S3,S5,False,False,True,False,4174.0,7767.0,695.0,1559.0,219.33,7283.710000000001
PH,LAZ,2025-11,2025-10,PH.LAZ.100047415,,spike-out-trend,S5,S5,False,False,False,False,84.0,129.0,14.0,34.0,540.2,483.25
PH,LAZ,2025-11,2025-10,PH.LAZ.1000474490,,source-switch,S3,S5,False,False,True,False,1855.0,1881.0,391.0,401.0,171.75,229.0
PH,LAZ,2025-11,2025-10,PH.LAZ.100048299,,spike-out-trend,S5,S5,False,False,True,False,34333.0,37424.0,5613.0,5665.0,190.07,155.49729729729728
PH,LAZ,2025-11,2025-10,PH.LAZ.1000521008,,source-switch,S3,S5,False,False,True,False,2153.0,3608.0,335.0,503.0,2486.3999999999996,1823.5714285714287
PH,LAZ,2025-11,2025-10,PH.LAZ.100071509,,source-switch,S6,S5,False,False,True,False,49350.0,49500.0,7243.0,7292.0,794.1354166666666,823.4198148148148
PH,LAZ,2025-11,2025-10,PH.LAZ.100107923,,spike-out-trend,S5,S5,False,False,False,False,201.0,429.0,60.0,110.0,1024.575,942.5727272727272
PH,LAZ,2025-11,2025-10,PH.LAZ.100117440,,source-switch,S3,S5,False,False,True,False,1003.0,7706.0,369.0,1395.0,2208.0,805.925925925926
PH,LAZ,2025-11,2025-10,PH.LAZ.100127179,,source-switch,S3,S5,False,False,True,False,84273.0,85028.0,9221.0,9320.0,136.68333333333334,150.28256410256412
PH,LAZ,2025-11,2025-10,PH.LAZ.100135121,,source-switch,S3,S5,False,False,True,False,7511.0,7545.0,1607.0,1624.0,59.0,117.0
PH,LAZ,2025-11,2025-10,PH.LAZ.100138628,,source-switch,S3,S5,False,False,True,False,59238.0,60016.0,19441.0,19719.0,3561.1111111111113,3561.1111111111113
PH,LAZ,2025-11,2025-10,PH.LAZ.100138658,,source-switch,S3,S5,False,False,True,False,952.0,2572.0,222.0,452.0,159.0,68.475
PH,LAZ,2025-11,2025-10,PH.LAZ.100154960,,source-switch,S3,S5,False,False,True,False,3825.0,3836.0,659.0,663.0,59.0,59.0
PH,LAZ,2025-11,2025-10,PH.LAZ.100157645,,spike-out-trend,S5,S5,False,False,False,False,354.0,531.0,66.0,100.0,130.95,300.0
PH,LAZ,2025-11,2025-10,PH.LAZ.13,,source-switch,S3,S5,False,False,True,False,114948.0,115119.0,28066.0,28144.0,39.2,88.30333333333333
PH,LAZ,2025-11,2025-10,PH.LAZ.1466,,source-switch,S3,S5,False,False,True,False,74.0,995.0,27.0,374.0,344.35,575.62
PH,LAZ,2025-11,2025-10,PH.LAZ.15922,,spike-out-trend,S5,S5,False,False,False,False,259.0,1102.0,38.0,293.0,175.34,256.47166666666664
PH,LAZ,2025-11,2025-10,PH.LAZ.1670,,source-switch,S3,S5,False,False,True,False,10396.0,22393.0,1280.0,2711.0,32.98,103.37899999999999
PH,LAZ,2025-11,2025-10,PH.LAZ.19135,,spike-out-trend,S5,S5,False,False,True,False,14081.0,14130.0,3881.0,3894.0,113.49,231.3488888888889
PH,LAZ,2025-11,2025-10,PH.LAZ.24274,,source-switch,S3,S5,False,False,True,False,25771.0,25818.0,7520.0,7534.0,457.0,457.0
PH,LAZ,2025-11,2025-10,PH.LAZ.500157591428,,spike-out-trend,S5,S5,False,False,False,False,157.0,5946.0,44.0,1053.0,227.05,134.51666666666668
PH,LAZ,2025-11,2025-10,PH.LAZ.500157771224,,source-switch,S3,S5,False,False,True,False,10594.0,10647.0,2002.0,2007.0,550.0,537.5
PH,LAZ,2025-11,2025-10,PH.LAZ.500158491718,,source-switch,S3,S5,False,False,True,False,3953.0,4682.0,738.0,999.0,2159.2,2049.0
PH,LAZ,2025-11,2025-10,PH.LAZ.500159841018,,spike-out-trend,S5,S5,False,False,False,False,34.0,973.0,13.0,162.0,175.0,79.0
PH,LAZ,2025-11,2025-10,PH.LAZ.500160921120,,source-switch,S2,S5,False,False,False,False,377.0,382.0,91.0,92.0,559.0,559.0
PH,LAZ,2025-11,2025-10,PH.LAZ.500161128199,,source-switch,S3,S5,False,False,True,False,1040.0,28839.0,150.0,3028.0,55.0,128.0
PH,LAZ,2025-11,2025-10,PH.LAZ.500161368374,,source-switch,S3,S5,False,False,True,False,2518.0,2532.0,464.0,466.0,188.0,188.0
