country,platform,seller_used_id,seller_url,seller_name
TW,SHP,TW.SHP.40879933,https://shopee.tw/shop/40879933,
VN,LAZ,VN.LAZ.200173575492,https://www.lazada.vn/shop/chilux-store,CHILUX STORE_VN
VN,LAZ,VN.LAZ.200237616154,https://www.lazada.vn/shop/hamshmoc-baby-mall,HamshMoc Baby Mall_VN
VN,LAZ,VN.LAZ.200173218230,https://www.lazada.vn/shop/combi-vietnam,Combi VietNam_VN
VN,LAZ,VN.LAZ.201042656087,https://www.lazada.vn/shop/besee,besee_VN
VN,LAZ,VN.LAZ.1000166323,https://www.lazada.vn/shop/chicco-viet-nam,Chicco Việt Nam_VN
VN,LAZ,VN.LAZ.200450640547,https://www.lazada.vn/shop/motherswork,motherswork _VN
VN,LAZ,VN.LAZ.201039344120,https://www.lazada.vn/shop/primitive-outdoor,PRIMITIVE outdoor_VN
VN,LAZ,VN.LAZ.201039648033,https://www.lazada.vn/shop/kiumo,kiumo_VN
VN,LAZ,VN.LAZ.200350928035,https://www.lazada.vn/shop/mooimom,MOOIMOM VIỆT NAM_VN
VN,LAZ,VN.LAZ.201025040819,https://www.lazada.vn/shop/jiajieshi-selected,JIAJIESHI Selected_VN
VN,LAZ,VN.LAZ.201042160280,https://www.lazada.vn/shop/bonnyu-auto-supplies,Bonnyu Auto Supplies_VN
VN,LAZ,VN.LAZ.201035456070,https://www.lazada.vn/shop/naturehike-outdoors,Naturehike outdoors_VN
VN,LAZ,VN.LAZ.201023456494,https://www.lazada.vn/shop/philips-avent-store,PHILIPS AVENT STORE_VN
VN,LAZ,VN.LAZ.200170344022,https://www.lazada.vn/shop/kinderkraft-vietnam-official,Kinderkraft Việt Nam Official_VN
VN,LAZ,VN.LAZ.201018352216,https://www.lazada.vn/shop/gianxi-selected,GIANXI Selected_VN
